,Recency,Frequency,Monetory,Cluster
4052,4,145,87399.0,0
4053,4,117,112751.0,0
4054,20,64,27487.0,0
4055,9,109,111110.0,0
4056,42,10,12435.0,0
4057,10,80,92893.0,0
4058,214,21,25513.0,6
4059,323,94,81596.0,1
4060,74,34,38051.0,6
4061,13,28,32656.0,0
4062,137,16,23059.0,6
4063,11,192,130755.0,0
4064,50,16,16803.0,0
4065,25,2,41760.0,0
4066,173,115,65730.0,6
4067,86,28,24612.0,6
4068,13,32,24860.0,0
4069,14,11,2101.0,0
4070,9,19,12220.0,0
4071,22,39,21381.0,0
4072,13,34,97413.0,0
4073,16,12,8578.0,0
4074,403,58,33007.0,1
4075,69,39,50843.0,0
4076,79,40,38376.0,6
4077,59,59,59663.0,0
4078,4,80,52241.0,0
4079,50,94,43080.0,0
4080,89,23,174132.0,6
4081,5,695,532472.0,2
4082,10,145,101555.0,0
4083,17,1,21600.0,0
4084,3,38,346015.0,0
4085,434,1,28584.0,1
4086,134,21,57814.0,6
4087,46,22,22086.0,0
4088,119,6,87088.0,6
4089,9,39,242971.0,0
4090,138,65,56352.0,6
4091,9,90,166990.0,0
4092,57,21,98247.0,0
4093,142,28,17364.0,6
4094,6,77,50415.0,0
4095,9,43,519784.0,0
4096,43,12,12599.0,0
4097,18,17,529598.0,0
4098,103,2,38976.0,6
4099,252,2,10948.0,1
4100,234,20,19263.0,1
4101,70,9,27772.0,6
4102,148,1,43632.0,6
4103,15,35,1450852.0,0
4104,81,72,65630.0,6
4105,70,21,123680.0,0
4106,6,489,329643.0,2
4107,15,19,76010.0,0
4108,250,1,1339.0,1
4109,10,30,27737.0,0
4110,117,7,54596.0,6
4111,173,26,9646.0,6
4112,14,249,159439.0,0
4113,143,35,16813.0,6
4114,9,104,59530.0,0
4115,9,329,337614.0,2
4116,13,68,223798.0,0
4117,372,48,15607.0,1
4118,403,85,35406.0,1
4119,173,14,26572.0,6
4120,212,31,91655.0,6
4121,242,31,15456.0,1
4122,52,15,42050.0,0
4123,15,179,96525.0,0
4124,10,295,527431.0,2
4125,373,65,40567.0,1
4126,9,21,48845.0,0
4127,366,12,43618.0,1
4128,9,146,91963.0,0
4129,166,30,126434.0,6
4130,146,48,19817.0,6
4131,23,23,72051.0,0
4132,66,1,2580.0,0
4133,14,13,32105.0,0
4134,20,39,21465.0,0
4135,237,29,82070.0,1
4136,168,5,10042.0,6
4137,14,84,86595.0,0
4138,47,2,20327.0,0
4139,11,177,275497.0,0
4140,9,93,50431.0,0
4141,20,58,65468.0,0
4142,363,40,20425.0,1
4143,4,60,29991.0,0
4144,24,22,49659.0,0
4145,71,30,276938.0,0
4146,236,33,32085.0,1
4147,169,14,21562.0,6
4148,403,28,13417.0,1
4149,13,31,31322.0,0
4150,29,31,19864.0,0
4151,5,46,19647.0,0
4152,9,123,192840.0,0
4153,88,3,71200.0,6
4154,111,29,14122.0,6
4155,52,5,4221.0,0
4156,9,191,106879.0,0
4157,13,21,48809.0,0
4158,11,21,14054.0,0
4159,6,10,25714.0,0
4160,337,5,9834.0,1
4161,10,34,17244.0,0
4162,22,112,67346.0,0
4163,9,53,102388.0,0
4164,16,96,52086.0,0
4165,77,19,8013.0,6
4166,21,19,45323.0,0
4167,15,474,604176.0,2
4168,54,7,17526.0,0
4169,25,121,70219.0,0
4170,5,128,255209.0,0
4171,50,47,27159.0,0
4172,205,7,22128.0,6
4173,360,5,9554.0,1
4174,10,21,41770.0,0
4175,8,363,807091.0,2
4176,200,19,48944.0,6
4177,130,3,19696.0,6
4178,25,21,44052.0,0
4179,13,46,262679.0,0
4180,15,27,92791.0,0
4181,134,7,100126.0,6
4182,6,138,292298.0,0
4183,82,10,37070.0,6
4184,50,37,48945.0,0
4185,320,1,10716.0,1
4186,27,472,274006.0,2
4187,199,25,54812.0,6
4188,13,34,3432.0,0
4189,42,76,551439.0,0
4190,403,13,59355.0,1
4191,10,153,326306.0,0
4192,9,227,359266.0,0
4193,15,29,39746.0,0
4194,12,127,762292.0,0
4195,23,1,59592.0,0
4196,39,17,44410.0,0
4197,26,73,98389.0,0
4198,18,2,17772.0,0
4199,331,29,77731.0,1
4200,17,7,15220.0,0
4201,152,3,-14052.0,6
4202,10,39,23326.0,0
4203,4,90,1092102.0,0
4204,18,38,271296.0,0
4205,15,70,397510.0,0
4206,19,21,76805.0,0
4207,10,213,124422.0,0
4208,8,109,347407.0,0
4209,12,19,22579.0,0
4210,20,41,26205.0,0
4211,3,322,10654918.0,5
4212,9,38,93386.0,0
4213,9,18,13474.0,0
4214,330,39,49084.0,1
4215,107,19,29891.0,6
4216,2,454,1009004.0,2
4217,20,49,23760.0,0
4218,20,26,46376.0,0
4219,434,1,10080.0,1
4220,261,28,24197.0,1
4221,10,377,178366.0,2
4222,26,73,61774.0,0
4223,9,1283,708724.0,2
4224,368,30,22364.0,1
4225,15,17,13030.0,0
4226,13,32,92731.0,0
4227,9,362,244954.0,2
4228,9,36,88386.0,0
4229,9,197,147560.0,0
4230,10,55,27709.0,0
4231,20,47,43601.0,0
4232,46,14,13871.0,0
4233,9,71,143249.0,0
4234,9,20,79473.0,0
4235,66,39,95396.0,0
4236,297,8,17888.0,1
4237,20,159,1145182.0,2
4238,369,1,-4476.0,1
4239,13,18,162856.0,0
4240,117,61,126415.0,6
4241,8,43,372376.0,0
4242,20,221,418853.0,0
4243,15,10,25569.0,0
4244,53,7,27904.0,0
4245,15,16,76835.0,0
4246,9,37,73054.0,0
4247,142,38,80538.0,6
4248,4,21,55462.0,0
4249,82,28,48381.0,6
4250,20,140,89448.0,0
4251,69,35,65272.0,0
4252,18,23,59479.0,0
4253,58,39,78931.0,0
4254,10,81,205612.0,0
4255,9,25,48395.0,0
4256,179,10,41252.0,6
4257,9,43,152761.0,0
4258,18,140,146333.0,0
4259,10,9,24160.0,0
4260,9,38,116519.0,0
4261,19,56,144081.0,0
4262,9,197,892248.0,2
4263,17,31,276968.0,0
4264,99,1,14750.0,6
4265,356,33,55805.0,1
4266,9,75,165550.0,0
4267,12,99,210656.0,0
4268,19,90,252565.0,0
4269,5,119,265717.0,0
4270,25,44,44778.0,0
4271,47,44,84323.0,0
4272,25,1,6360.0,0
4273,16,17,37002.0,0
4274,20,72,267625.0,0
4275,81,69,133366.0,6
4276,105,16,35658.0,6
4277,264,7,29204.0,1
4278,81,45,111989.0,6
4279,151,18,26453.0,6
4280,84,8,123776.0,6
4281,11,141,90208.0,0
4282,5,164,757913.0,0
4283,111,32,23267.0,6
4284,48,68,168488.0,0
4285,13,19,18270.0,0
4286,75,202,258240.0,0
4287,9,32,58936.0,0
4288,9,8,16132.0,0
4289,2,134,333049.0,0
4290,17,42,77159.0,0
4291,327,43,29359.0,1
4292,237,15,34683.0,1
4293,11,13,35362.0,0
4294,9,26,57308.0,0
4295,9,31,87133.0,0
4296,17,24,86908.0,0
4297,6,115,253948.0,0
4298,220,4,56664.0,1
4299,10,65,147361.0,0
4300,11,19,59082.0,0
4301,5,298,779077.0,2
4302,265,10,19065.0,1
4303,5,286,694553.0,2
4304,12,245,695207.0,2
4305,76,5,10369.0,6
4306,52,32,90856.0,0
4307,11,164,850894.0,0
4308,9,89,340213.0,0
4309,75,126,244230.0,0
4310,14,40,73258.0,0
4311,334,1,44172.0,1
4312,15,104,259102.0,0
4313,12,49,107479.0,0
4314,3,61,131110.0,0
4315,15,88,201305.0,0
4316,50,6,51618.0,0
4317,12,105,254672.0,0
4318,81,78,268376.0,6
4319,8,177,343731.0,0
4320,32,4,67870.0,0
4321,12,49,98337.0,0
4322,20,8,14880.0,0
4323,48,22,42450.0,0
4324,88,15,693336.0,6
4325,51,98,64097.0,0
4326,90,6,13054.0,6
4327,361,4,-8769.0,1
4328,10,122,277997.0,0
4329,25,42,274078.0,0
4330,49,140,328510.0,0
4331,50,21,39209.0,0
4332,142,13,21484.0,6
4333,13,62,199329.0,0
4334,13,46,97001.0,0
4335,226,2,96.0,1
4336,366,8,18444.0,1
4337,39,12,29440.0,0
4338,3,170,413270.0,0
4339,69,3,26980.0,0
4340,20,22,292.0,0
4341,23,16,43069.0,0
4342,59,9,12837.0,0
4343,82,9,20462.0,6
4344,17,10,20480.0,0
4345,181,7,10774.0,6
4346,12,13,24962.0,0
4347,4,754,280608.0,2
4348,51,70,262820.0,0
